,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
287,1400501520,"[2, 2]",5.0,"It has everything you need in a tablet, except it doesn't have a camera, 3G or GPS, personally I don't need them. But guess what... It is built in microphone.. That is good, I like to sing.O.k. this tablet has a good touch response, you can touch even the smallest links, the screen is extremely crisp and beautiful 900X1440 pixel the highest resolution in the 7 inch tablets!... I was amazed at how beautiful google maps is displayed, I loved it. It has a dual-core 1.3 ghz processor and 1 Gb of Ram, it is quick and very responsive but don't abuse, it is only a tablet.I decided to get this tablet instead of the Asus Nexus 7 because it is lighter, it only weights 11 Oz, this is a good factor if you are planning to use it for long periods of time. I use it for reading colored magazines and illustrative books. Besides it is easy to grip.The battery last about 11 hours if you use it only for reading, and about 7 hrs if you watch videos or use it in wi-fi mode.The new software updates give you access to google Play. It couldn't be easier. You don't deal with any annoying promos and the charger and wire is included.","10 18, 2013",A35EC54TIQQN01,greengreen,The best screen resolution!,1382054400.0
288,1400501520,"[12, 12]",5.0,"Bought a 16 GB one at my local B&N; store, on sale at $119. Fantastic! It is totally Android, hooked right into the Googleplex... like Google Maps, and the Google Play apps store... where, you guessed it, I immediately downloaded the free 'must-have' Amazon Kindle app, perfect! (I might buy the B&N; tablet, but books? Amazon all the way). And free Acrobat Reader, which will still enlarge any vector line art in a PDF to 6400%, just like on a PC/Mac. Note -- Flash and video embedded in a PDF do not play on the Nook, or, to my knowledge, on any other tablet, or on Macs.Let's see. Photos (originals are 1800 x 1200) shown from my Smugmug site are razor-sharp in perfect color on the 7"" Nook screen. I'm an amateur photographer, and it's a joy to see my images displayed absolutely correctly.Other stuff -- it has a microSD card slot so you can bring in your own pix, docs, PDFs, etc. Will buy a microSD card for it tomorrow. As an aside, there's a company called N2acards that sells a microSD card pre-loaded with the Android operating system... but, with the Nook HD 'in bed' with Google, I'm not sure what I'm missing by just sticking with the Nook's built-in system.Anyway, I'm VERY happy with this product. If it blows up, I can take it back to my local B&N; store and get another. And it has a feature where it backs up all your content on Google servers.Lastly, was able to connect it to my Yahoo e-mail account immediately. It also has Facebook and Twitter, but I turned them off as I'm fairly anti-social.","10 25, 2013",A36Z1OLH6B0C2I,"John Johnson ""Jon404""",Great product at a great price,1382659200.0
289,1400501520,"[0, 0]",4.0,"Had some initial problems, sound output was so low that I could not hear it.  Tech support said to de-register it and reboot.  That cured that problem.  Then WIFI would disconnect without any apparent cause.  Called tech support 3 times, they were helpful and courteous, but we could not solve that problem.  Finally tech support asked me if I had inserted a miniSD card, I had.  They told me to check to see if that it was corrupted, it was.  Re-formatting that card solved WIFI problem, although just why it was causing this problem is still a mystery to me.  If you have problems with your NOOK, and you are not able to solve them, and you have inserted a MiniSD card, try re-formatting it.I have an Apple IPAD, I bought the NOOK to help me learn and understand ANDROID.  I find ANDROID substantially less user friendly, and the apps cost more and do not work as well.  More importantly, at least to me, is the fact that there are at least a  dozen  apps that I use all the time that have no equivalent in ANDROID.  In short, I will not be buying an android phone to replace my IPHONE anytime soon.","03 20, 2014",A28OZBLQKKYGOR,Kenneth W. Weigel,Works Good Now,1395273600.0
290,1400501520,"[0, 0]",5.0,"I bought the hd first and am completely in love with it. A very handy size and very responsive. Bought the hd+ for use when size is not a factor. Love both. Added 64 gig scandisk to both. Only real issue is that I run ubuntu, no windows/mac, so had to cobble my desktop and laptop to ba able to download to nook. Can set video downloads to default to sd card. Very happy. Thinking about buying one more of each if the price goes even lower, for backups in case of loss or damage.","09 11, 2013",A2K0JL9L38MK8L,KwQd,Own both HD and HD+,1378857600.0
291,1400501520,"[2, 5]",5.0,I bought the Nook primarily for reading but wanted the HD for email and web browsing also. I was pleasantly surprised at the exceptional screen quality and ease of setup.I did not want to spend the money for an IPAD and now I am glad I didn't as I prefer the Nook interface for reading. The screen brightness can be changed anytime during reading but on the IPAD you have to go into settings after exiting the book you are reading. The only downside is there are not as many apps written for the Nook. I am hoping that will change.,"02 18, 2013",ASHQ1JCA241D6,"Loraine Arnold ""Loraine""",Great tablet and ereader,1361145600.0
292,1400501520,"[2, 3]",5.0,"With all the tablets and apps out we don't really need EReaders anymore.  I am not exactly sure why I wanted a e reader.  I mean,  I have a iPod, iPad, Kindle, Regular Nook,  iPad Mini,  iPhone, Blackberry Playbook.I decided to sell my Kindle Fire and my previous Color nook tablet and upgrade to the snow nook HD and its beautiful,  it also has google apps on here now so we can get a lot of android apps, including the AHEM// Kindle app.I like the nook friends and borrowing books options as well as how clean the OS is.","12 1, 2013",A21B8AV7E3MPXE,Natalie V. Galasso,NICE,1385856000.0
293,1400501520,"[10, 12]",5.0,,"06 29, 2013",A1S2M6SA4OAUNK,Perry,Best Tablet On A Budget!,1372464000.0
294,1400501520,"[16, 16]",5.0,"If you are looking for a very light and compact device to read your books, check your e-mail and watch movies, you really can't beat the Nook HD. It has the highest screen resolution for its form factor (7"") and is a pleasure to read and write with. Netflix & Hulu+ are magical to view since the resolution is so high and it's so darn light. Being able to expand the memory with a micro SD card is just another plus. All-in-all, I'm very pleased with it an would recommend it highly!","05 14, 2013",AO84V5QJ6K23Z,PlainWhite,compact and useful,1368489600.0
295,1400501520,"[2, 9]",1.0,"Why pay to be restricted, I simply didn't see the benefit with all of the other tablets out there having apps that perform exactly the same tasks. Just decided to go a cheaper route and I am so glad I did.Maybe I would consider the Nook again if it is expanded beyond a e-reader.","05 21, 2013",A1889S56VFLVMZ,Price John Monroe,"Over-priced, lacking in utility.",1369094400.0
296,1400501520,"[0, 0]",5.0,We have both the hd and the hd+ but I love the hd because it is lightweight and very portable. All my nooks are converted to android and work very well.,"01 11, 2014",A1BNL6HCVVEDN0,"R. Kecht ""ruhani04""",nice,1389398400.0
297,1400501520,"[13, 17]",5.0,"It is too bad that the Nook HD hasn't received more kudos. To be honest, I knew it had a great screen, a fast proce fast processor, great battery life, and oh so light and easy to handle. But, I did wait for a means for rooting the Nook HD to become available. Now the tablet lives up to all its potential. Rooting is quite easy and it is a great tablet","01 17, 2013",AOHQVDAGYMV6J,"sal ""salby""",Nook HD has a lot to offer,1358380800.0
298,1400501520,"[0, 2]",5.0,"This is a really nice item. With the way I use it, the battery life lasts for several days of reading and browsing the web. Magazines on this screen are amazing, I especially like reading Time because of the outstanding photography they do. Books look great, and the selection of games on the Barnes and Noble store is alright. A little annoying paying again for games I already bought on my phone, but that's not so bad.Further, you really don't need to pay again for games if you install a custom ROM on an SD card. You can either purchase one premade (google for N2A for more info) or you can burn your own if you google a little more and spend the afternoon trying different things. It's not scary at all, especially since you're only doing stuff on the SD card not the tablet itself. If you want to undo it, just take the card out! Anyway, the custom ROM just gets you stock android, and that opens this great device up to the full android market of games and apps. You can still read all your Barnes and Noble stuff on the B&N; android app. I read my Wired subscription that way, as well as some books. Anyway, I think this device and the ROM on the SD card is the best of B&N; and android.Anyway, I'd compare this with the Google Nexus 7. The nook has a slightly higher resolution screen, which is kinda neat especially for magazines. No front facing camera on the nook, but my phone already is great for video chat so I don't miss it. Also, the custom ROM I put on my SD card is android 4.2, whereas google says the Nexus is android 4.1...maybe they'll get an update soon I don't know. So, either way, you probably can't lose.EDIT: Barnes and Noble opened up the stock software to be able to use almost all of the apps in the google play store. So, I don't use my custom ROM at all, because of the better battery life and just overall fit and finish of the Barnes and Noble stock software. It's a great tablet!","04 10, 2013",A1KW4AGRCOIWI2,"Sean Bryan ""Sean Bryan""","Great tablet, even better with custom ROM on SD card!",1365552000.0
299,1400501520,"[1, 4]",2.0,"Mixed up the review to show how the Nook changed with Updates within 12 hours of opening the box.Opened the Nook packaging with great anticipation. The instruction set is barely nuts and bolts but it gives one the essentials.It passed the back pocket test famously. This was done straightaway. Was very pleased with this feature.But buyer beware. I discovered this Nook tablet has no camera at all. Who ever heard of such a thing? There is a reasonable expectation.The Nook downloaded and upgraded itself famously. Everything was smooth and cheerful.The speed of the Nook was very good in my opinion. Page to page was smooth and cheerful and moderately fast. The book pages are easy to read. Another Dan Brown book (I think). Made the discovery with Inferno. Played/watched Linux Action Show and other video for about 3 hours with about 15% of the battery power left.Checked YouTube and Amazon to see the how the graphic's engine worked in the Nook. The motion pictures were crisp and clear on YouTube and Amazon. The sound was very excellent and voluminous much to my surprise. Can hear the device clearly and with ease even though I am kinda hard of hearing. The movie scenes moved like a big computer rendering of the graphics. The motion pictures were like a TV broadcast. Not kidding.Now the ultimate bummer: their much touted microSDHC card can not play your own content downloaded from a computer. Later, several hours later there was an additional patch of 75 upgrades that made the microSDHC capable of playing video files/movies. The selection it can play is very limited compared to other more recent operating systems in Android devices. The latest Android operating system is 4.4 KitKat. The Nook will not play certain AVI or HD files. It is very persnickety  What the Nook can play is rendered exceptionally well indeed. It can only play things downloaded from Nooks libraries for sale-wrong as mentioned. I would have never bought this dohickey if I knew thee was no camera natively in advance.One always takes for granted a camera. And their microSDHC is nothing short of a rip-off. Jeez- wrong now.My Chinese Brand X tablets can play my media content in AVI. MP3/4 and other popular media formats very well indeed. These Brand X tablets can play far more movie/video files than the Nook. Their Android versions are newer than the Nook's.The back pocket thing was a real plus. Great sound. Great graphics. Good speed.But these pluses can not counter balance the negatives. The camera is not as important as real robust motion graphics and awesome sound to me. Now I am thinking I will keep this Nook because it does have a viable if not bugged up microSDHC card port capable of music and motion picture replay. Forget file sharing in Android.B&N; needs a No Brainer award for greed and stupidity just like Apple, Kindle and Nexus. Apple, Kindle and Nexus deserve the No-Brainer award more because the Nook's microSDHC does work but has limited compatibility with the files/apps that can play these type of music and movie files.Now I have to go through the hassle of returning this thingamajig. May keep this on the hope there will be patches further to play music and movie files.If you need a camera don't buy this.","01 1, 2014",A3S58J9HNVKP32,"William Shakespeare ""The Bard""",B&N Nook 16 Gbs Tablet Has No Camera Can Play Limited Selection of Video on microSDHC,1388534400.0
300,1400501776,"[226, 231]",5.0,"The Nook tablet is a great color e-reader with the ""bonus"" of being able to read your email, shop on Amazon.com, surf the web, watch tv shows on Hulu Plus, movies on Netflix, and listen to the world's largest selection of music on Pandora Radio.  I added a 16gb sd card filled with thousands of my favorite songs. But, the Nook is designed to be an ereader...it is not a games tablet, or an IPad.I got my Nook Tablet (8gb version) from Barnes & Noble because of the extra discount I got with my B&N; membership...the price was MUCH less than advertised by most internet venders. I already have a Brand X color e-reader and a Nook Simple Touch reader. My old color reader was hard on my eyes for long reading sessions, the Nook Touch is great for books, but it does not have internet access or play music and magazines don't really work without a color screen.The Nook tablet has very sharp, clear, and contrasty fonts and is very pleasant to read, even for several hours. There is a night mode, and also a sephia mode for reading in bed without bothering anyone else. Magazines look great on its color screen. I listen to music on Pandora while I read, and when I am tired of reading, I can watch a movie on Netflix or a tv show on TV.com. I installed the Dolphin browser which uses tabs so I can switch quickly among various web pages.Vevo music videos look great, but the Nook's speaker is too weak to enjoy music. However, music sounds great through good ear buds and when I plug the Nook into my computer speakers.The Nook is an e-reader, NOT an I-Pad or high powered tablet. It does not have access to Google Play to obtain apps, so you are limited to the apps in the Nook app store. Those apps have been developed just for the Nook and its seven inch screen. The apps in Google Play are mostly designed for the smaller screens of cell phones, while Nook apps are designed just for the Nook.Bottom line: the Nook Tablet 8gb is a terrific way to read books and magazines while enjoying your favorite music (I loaded a 16gb memory card with thousands of my favorite songs...transferring the songs over to the Nook from my laptop was fast and easy).For folks who want the ""full"" tablet experience, Amazon.com sells the N2A card which enables you to boot your Nook into a full tablet mode, with access to Google Play, and the 400,000 apps available there. And, the N2A card also permits booting the Nook back into its original Nook settings, as the card does not modify any of the Nook's software or settings.","04 11, 2012",A3LDPF5FMB782Z,Alan  Houston,Great Color E-Reader With Extra Features,1334102400.0
301,1400501776,"[6, 7]",3.0,"Between this and other popular competitors there isn't a lot of difference in hardware.  The software and usability is noticeably different though, and that's where you should pay close attention.  I bought my wife the Nook Tablet for Christmas and she uses it a fair amount.  I haven't heard any major complaints from her but here are the ones I've heard most often.The Barnes and Noble App Store is a joke.  I looked through it for about 5 minutes and barely ever saw a free app.  Many popular apps and games are there, but usually you can only get the paid version.  Adding insult to injury, side-loading is difficult if not impossible without rooting the device (this will void the warranty).  I didn't expect side-loading to be a given really, but if you block those apps you really need a decent App Store to make up for it.The SD card slot, which many people may not ever use, is in a pretty odd spot.  It's not really hard to pry back the cover but since you're working with a micro-SD card it can be really annoying to  line up such a tiny card in the slot.  If that wasn't annoying, it is definitely annoying to load your PDFs or whatever from the SD card once its inserted.  For someone who isn't really tech-savvy it isn't obvious how to read those files.  The reader app could really do a better job of detecting documents when the SD card is inserted.On the aesthetic side the launcher could use some work.  Although I think the scrolling app dock at the bottom is slightly more elegant than a grid-like app drawer, there's little organization to the home screen.  You can drag icons around, to and from the dock, but apps/books don't lock to any kind of grid on the home screen.  Some of us who are more anal retentive just won't stand for two icons being less than parallel.  You can see a better view of your media by opening the Library app, which is a nice app, but I find the contrast displeasing, further emphasizing this is a tablet with e-reader functions (or vice versa maybe).  Basically the cohesion isn't there and you start to wonder, with all of the restrictions, why you didn't just get a regular tablet.I still haven't rooted my wife's tablet but maybe if something annoys her enough she'll let me do it.  Otherwise, if you're not planning to root the NOOK, beware of its restrictions and browse its App Store for a bit to see if the selection and prices are a deal-breaker.  This is an e-reader FIRST and a tablet SECOND.  If you're satisfied with its e-reader capabilities I'm sure you'll be happy with this device.","06 5, 2012",ATF9GIT9E3X5S,Alexander Wilke,Know What You're Buying,1338854400.0
302,1400501776,"[3, 4]",3.0,"Honestly, I was really just interested in getting an ebook reader, so you won't hear me whining (much) about how the Nook's functionality was crippled by B&N.  What tipped the scales towards the Nook (instead of the Kindle, which was the other main contender for my money), was its compatibility with the epub file format.  It's very tightly integrated with Barnes & Noble's store, and as long as you're only interested in either books from that retailer or sideloading your own books via USB cable, you'll be satisfied with this device.  Unless you're willing to root it, you WON'T be able to sideload apps from a computer, and you also won't be able to access Google's Play store or Amazon's app store.  Definitely a deal-breaker if you're looking to buy a fully functional Android tablet, but it works well for my own purposes.","07 27, 2013",A3NS3XXZCQ5ATQ,Amazon Customer,"A nice reader, but don't expect tablet capabilities",1374883200.0
303,1400501776,"[0, 0]",4.0,"My nook tablet has really made reading fun again! I was sick and tired of fiddling with reading lights while trying to read in the dark and, after seeing my friend's kindle fire, decided to pick up a tablet for myself. The barnes and noble app market is a bit weak, but I bought my nook to read, so aside from a few games and basic applications its been a strictly literary experience for me. The backlight is great for reading in the dark, and i haven't had any issues with glares while reading in the sun. The stock web browser is fine for basic browsing, but if you're looking for a true tablet experience you might want to wait for the Google Nexus 7 tablet. The nook tablet however, as it stands, is an excellent e-reader/tablet for $200!","07 2, 2012",A3PDGWYC08DXF4,Catcher of Pokemon (Like No One Ever Was),A great little tablet for $200,1341187200.0
304,1400501776,"[3, 4]",5.0,"8/2012 - Best screen on a 7"" tablet for the price range. Seriously, iPad quality and even sold my iPad 2 for this! =D Very happy and would not go back.1) Lighter than an iPad. Thus, easy to hold one-handed for extended viewing. Can't with the iPad.2) Screen quality is IPS and matches that of the iPad. No issues with resolution, contrast, color, etc. One of the best screens, esp. for low reflections off a glossy display tablet out there at this time. One of the biggest reasons I bought this. Far less shine than the annoying iPads.3) Nice loop hole for a strap - Wii strap works great! Never drop it again!4) MicroSD card slot! Yes!! Expand and drag&drop; media as you see fit, along with CM7.5) Plays more media formats than the iPad. MX Player pretty much kills the iPad for how easy it is to play everything up to 1080 on this tablet.6) Runs 4-5+ hours easily reading ebooks.In short, for the price range and time of this post, nothing else 'better' for a 7"" tablet. Wouldn't go back to my iPad2 ever, and extremely happy with this - total keeper for all it can do!! xD","08 21, 2012",A3E2SQ61RG4KPF,D. Chien,"Best screen on 7"" tablet for the price range =)",1345507200.0
305,1400501776,"[0, 0]",4.0,"The Nook preformed perfectly and was easy to set up. I checked lots of ratings before I ordered it, and they were all good.This was my first tablet so I did not realize that it did not have some of the specific features I was looking for. I did return it. I must say though that the camera on the Nook was much better than camera on my new one.","12 1, 2013",A1FIR4LBQA39YR,DL R.,Very good camera,1385856000.0
306,1400501776,"[2, 3]",3.0,"(update) I find my review written about Nook HD included here for an entirely different model tablet. Amazon or B*N this is unethical!D.F.---------------Nook HD overviewGreat screen, no cameras, weak speakers, crappy battery life, compromised android OS, but an inexpensive way to browse web and run the world of android apps on a fast, beautiful display. Plus it has a microSD slot to hold lots of videos for offline viewing. And of course, its original purpose, to provide a slick interface for purchase and reading of magazines and books.PlusesWide range of browers available. I have 9 on my machine. All browsers for tablets have reduced functionality so some browsers are better than others for specific tasks. For example, Firefox will play video in HD and does not redirect to mobile sites. Tint and Zirco have a homepage that will access a local html file. With several browsers installed it's easier to get around site restrictions. Firefox has an addon that auto-deletes cookies. Chrome allows spoken search inputs.The world of 700,000 android apps can now be accessed on Nook HD including big and nice apps: Google earth, Skype, YouTube in HD, Adobe Reader, WiFi Analyzer, WiFi Fixer (essential Wifi tool), Google maps, best solitaire ever (by MobilityWare), and free 'run' games. Custom moving backgrounds on Nook HD home screens are fun.AnnoyancesIn two months I have not figured out how to add a browser link to Nook HD home page. Some browsers have the option to add a link to the homepage, but it never works! (It must be that the Nook HD OS does not allow this)Poor battery life, by test I get only 4 hours.Adroid apps normally just suspend, so it tends to take too many presses and taps to cleanly start an application.Audio does not shut off when you exit most radio and music apps. With no OS support for shutting apps down I often have to resort to a reset to silence them.Built-in email has a short time window so you only see few or no messages. Apps like FastHotMail can provide workaround.Screen capture is clumsy (pushing Home and Vol- requires a lot of force and nearly simultaneous pushes).Nook HD not really useful for music, sans headphones, because sound volume on speakers is relatively low.Setting up icons on home screens is kind of a pain. Half of the main screen is taken up by a carousel that cannot be removed. The Nook recommended way of moving an icon to an adjacent screen is to hold icon overlapping the edge, but I find this hit or miss, it only seems reliable after a reset.File directories can be accessed via USB, but have some annoyances: Many file managers have a hard time finding personal files lost in a maze of OS directories. Nook HD allows deletion of its standard user directories (like 'kids B&N; files') only to later write them back again.Tablet does not reliably remember some settings. Occasionally I find the screen will be dim or the notification is too loud and when I look the setting has changed.No way (that I have found) to add personal data for quick entry.(update)Bluetooth keyboard problem solvedI have an inexpensive bluetooth keyboard that works fine with another tablet (Blackberry Playbook), but I could not get it to work with Nook HD. It would pair fine, but nothing happened when keys are hit. I see others complaining of this too. Finally I solved the problem with an app called BlueInput (available on Play Store). It now does the pairing, not Nook OS, and you select the bluetooth keyboard using 'Switch Keyboard' icon.(update)Fix for adding web link icons to the home page. Some browsers have the option to add a bookmark to Home, but this never seemed to work in Nook HD. I think I now understand the source of the problem. The default Nook HD launcher (with carousel) ignores them. The work around is to install the Nova launcher, and it will show them on the home screens.","07 26, 2013",AOMQZAS76F3V3,Donald E. Fulton,"Cheap way to browse web and run android apps on a fast, beautiful display",1374796800.0
307,1400501776,"[40, 40]",5.0,"If you buy this from a B&N; store, and are a member of B&N;, you can get this for $174, which is cheaper than the 8 gig Fire. If you already are loaded with Kindle books, B&N; foolishly doesn't have a Kindle app, but you can, on Amazon or n2a.com buy an n2a card which allows you to boot your Nook up as a full Android complete with access to the Android Market (or whatever Google is calling it now), and get the Kindle app to accress all your Kindle books.  Since I love the design of the eReader  on the Nook, I use my n2a card only when I want a Kindle book.  I find the B&N; Nook books are usually the same price as Kindle.  Occasionally, Kindle doesn't have a book I want but Nook does.  Also, Nook may not have a book Kindle has.  Also, Nook books have the page perfect series, as well as Enhanced Editions with embedded videos and audio clips, neither of which Kindle has.The Nook has a tab for ""My Stuff"" so you can drag things from your PC to the Nook.  If you want more space for your stuff, you can get any sized san disk for the Nook.  I have a 32 gb one because I transferred about 4,000 pictures to my Nook and am using an app to edit the pictures and then make slide shows of them. Then I'll drag the shows back onto my computer and burn them to disc. Did I mention the Nook is a joy to use? I actually got thre 16gig Tablet but the 8 gig is as fast and has the 11 1/2 hour battery as well as allows the same cards to be added.","04 23, 2012",A2FHM5FB0BXKGA,"Dr. Elaine O. Chaika ""book, movie, tech lover""",Biggest Deal Around,1335139200.0
308,1400501776,"[2, 2]",5.0,"Three of my children are sharing it now. I do not see the need to buy another tablet because I do not allow them to play with it too much. My oldest child uses it for email, news, weather, and more while in school. She prefer it to a computer even she has to share with her sister and brother. it starts in seconds, it weights less and is firm enough to be put in her school bag (with cover of cause).It has the convenient access to the free Istory books, free classical books, and some games that my children occasionally play with. My older children would record some of the books for my smaller children to listen. It save me a lot of time to read to them. The dictionary is at their fingers.Not a bad gadget for education.","10 8, 2012",A1G9SOE51HET8E,Frank,Good for education,1349654400.0
309,1400501776,"[0, 0]",5.0,"Excellent display quality. It runs fast, and does have more memory than its predecesor. The size is appropriate for my day to day needs.","07 21, 2013",A3KOA0YU5LB92W,I. Hdez.,Very good.,1374364800.0
310,1400501776,"[0, 3]",2.0,The price of this tablet I do love.Thats about it.First of all the design of the the tablet feels very cheap.Almost the whole shell of the nook is plastic.Since also the home nook button neing plastic sometimes it gets stuck and makes it hard to push.The format of the homepage I do not like.If you want new wallpaper you have to download a picture file file onto your nook same with music and video.You do get the apps hulu netflix and pandora but thats very limited.Whats also very limited is the app store.What a joke.The apps are all very boring and overpriced.The book are usually never free.The only Up to this tablet it you can watch flash video which is basically the only upside to this piece of junk.Either save up your money for an ipad or or kindle fire.I will be returing my nook!!!!,"08 28, 2012",A15KCEKCUCYF0O,imboredtotears,A Tablet With Very Little To Show,1346112000.0
311,1400501776,"[0, 0]",4.0,"I bought my wife a Nook for Christmas two years ago, and she has used the heck outof it, so I have always wanted one for myself. When I saw the price break on this oneI had to act! It meets all my expectations.","11 13, 2013",A3JOGUHYHZV8LD,"J. Crouse ""Entrepreneur""",Happy Nook,1384300800.0
312,1400501776,"[1, 2]",4.0,"I have mixed feelings about the tablet.  I really like and don't like features of this tablet.  I'm keeping my fingers crossed that later versions improve the potential of the Nook.LIKE:1.  layout and function of touch screen is intuitive - the Kindle Fire requires instruction2.  built-in wi-fi3.  the hardware is solid4.  the price is competitive5.  Netflix and Hulu are available and app market is expandingDON'T LIKE:1.  no bluetooth or GPS2.  do not have access to the full Android Market3.  no video rental option - apple and Amazon tablet have better market places4.  only 8 GB memory and although it can be expanded with microSD, less convenient than other tablets5.  the e-reader is not as good as a Kindle but then what is?  at least the iPad allows for the Kindle appFor now, I'm sticking with my Kindle Fire over this Nook but I'm keeping my options open for future purchases.","06 27, 2012",A18S2VGUH9SCV5,Margaux Paschke,MIXED FEELINGS,1340755200.0
313,1400501776,"[0, 0]",3.0,"I bought my 8gb B&N; Nook new for $149.99.  At $200 list price I would say it's a rip-off and I'm still not thrilled that I spent $150 on it.Pros:  Expandable storage via micro-sd.Reliably plays mp4 video and e-book files.Netflix and Hulu Plus apps are reliable and have good interfaces.Reliable (but not particularly long-distance) wireless antennae.Bright screen with good color, contrast, and resolution.Responsive touch screen.Good battery life.Cons:  Web browser is slow, unreliable, and crashes often.Limited, closed operating system with expensive applications.Headphone jack is low-rent - too quiet and scratchy with some of my speakers.Horizontal / Vertical screen calibration lacks enough customization options.Made from cheap plastic - micro-sd cover slot fell off.No way to rent movies or TV episodes from Nook store.Hard-to-use music player that has problems playing some mp3s that other devices can play just fine.It's good as a potable media player but is definitely nerfed as a touch-screen portable computer. If other tablets were priced in the same $150 range I would have rather got something a lot more customizable with access to free apps.","08 25, 2012",A3LZQZMCIZDXK3,Mayor Bloomburger,Meh - Some buyer's remorse,1345852800.0
314,1400501776,"[0, 0]",5.0,"Purchased as a Christmas Gift for my son.  He loves it.  Best gift (according to him).  We loaded a few of his faborite games and downloaded some books.  He loves to read, and hasn't put this down since unwrapping it.Hightly recommend.","01 7, 2013",ACMKJIW7FKAR5,Mike Bowers,Big Hit,1357516800.0
315,1400501776,"[0, 0]",5.0,"I assumed that I had the 16gb model but the box was misbranded and my bad for not paying attention,too late to take back to the store but it is still a very good tablet and the memory can still be expanded by sd card. I have since rootedmy tablet and it is great! I do have the 16gb one after all.","07 10, 2013",A3DM8NDY4EIUP1,mj,It is a very good tablet.,1373414400.0
316,1400501776,"[70, 73]",3.0,"Pros:The hardware is nice, I have the 8GB - Its fast, responsive and the screen is beautiful. Great for reading books and netflix. Battery life - Read 'Catching Fire' and 'Mockingjay' on a single charge. Email and web are decent too - nothing special.Cons:The B&N; Nook OS and the B&N; App selection are both terrible. The Nook OS is counter-intuitive and not user friendly, there is no BACK button!? Take a toll of how often you use the BACK button on your phone or android device and you'll realize how annoying the lack of this simple common-place feature is. You can hit the 'N' and go back to home any time - though often I wanted to go Back, not start over. The selection of apps in the app store are laughable. I literally could not find a single app I wanted, even searching apps that they advertise like Comics for nook (not installed? not available?). I found a few apps for $4.99+ that i have downloaded for free on Itunes and Google play (android market).Recommendation:BUY THIS -N2A (TM) - 32GB Nook to Android bootable microSD Card for the Nook ColorTakes the Good hardware of the Nook Tablet and replaces the useless OS with trusted Full Android. Read the reviews, they are all true! Before i bought this card, the nook was basically useless and frustrating - now I have an android tablet and since it is NOT rooted, still have warranty too, though I recommend squaretrade. Check my N2A review for more info.Update: I have had this tablet for over 6 months now and love it. I have had no issues and all my friends and family want one. Note: I use this exclusively with the N2A card in Android mode. N2A recently emailed me with the update from Gingerbread to Jellybean and its working great and their customer service is excellent. I cannot recommend this company/product enough.","04 17, 2012",A1MZVETF38AMZ6,"NowImMad ""Jake""",Good Hardware - terrible OS and App availability,1334620800.0
317,1400501776,"[0, 0]",5.0,"It is ok for adults. Fine for older adults who are just looking to use it to read but the place where this thing shines the brightest, it is bomb proof. I gave one to my toddler boys last year and it still works 100%. It has been spilled on, dropped, stomped on, drooled on, left in the sun and even got closed in the auto door shut in our crappy minivan and it is almost perfect. A scratch here or there but truely you could never tell what torment this device has been through.I wish I could get an apple device this durable. In the same time that I have owned this tablet my family, (self and husband included) has killed no less that 3 smart phones, an ipad, one samsung device and a dvd player.The device has also survived multiple refreshes and side loading software experiments with out even flinching.I will say that the b&n; app store is pretty pitiful but like I said It's easy as pie to sideload the google play store and have access to pretty much anything you want.","04 9, 2014",A3OYMK6UMM871F,oldcandyeater,This is by far the best kids tablet on the market,1397001600.0
318,1400501776,"[0, 0]",5.0,The Nook 7&#34; 8GB Wifi tablet was a Christmas gift for my husband. He had a  plain Nook for reading. This upgrade seemed logical because he already had a Nook account. The new Nook takes cards he already had. He loves it.,"01 1, 2013",A3ADJ00F29DU5I,Sandra Bidewell,A gift for my husband,1356998400.0
319,1400501776,"[3, 3]",5.0,"This is very amazing. It has a ton of features and has a great looking VividView touchscreen. Here are some of the features and things it can do.-Very strong, I dropped mine from 5 feet to wood floor and it was fine.-Very fast but slow at navigating the home screen.-Has a physical home button which comes in handy in case you want to quit something.-Has expandable memory so you can have tons of content on this.-You can personalize the home screen with your own wallpaper.- Loads pages fast and plays videos well.-Has a VividView touchscreen which does what it says and makes everything vivid.-The os is tweaked which is nice if you don't care about android.-The microphone works great .-It has physical volume buttons.Over all this is a very good tablet if you just need to do basics like read,email,play games, play videos and search the web. It can also do more than basics.","07 7, 2012",A1H8I2PH00UQ2K,"Valerie Trahanovsky ""THE TRUTH""",This is amazing!,1341619200.0
